data-ai Intelligence
Report,IQ Classifications- Top Apps
Report Generation Time,01/06/2023 07:43:48 PST
Country/Region,Brazil
Date,"2022-07-01, 2022-09-30"
Device,Android Phone
Classification,"BNPL, Coupons & Rewards, E-Commerce (B2C), E-Commerce (C2C), E-Commerce (Retailer), Other Shopping, Pharmacy & Drugstore, Resell"
Granularity,Monthly
Vertical,App
Include secondary IQ classifications,False

Rank,App,App Name,App Bundle ID,App Package Name,Market,Market Name,Device,Device Name,Developer Account,Developer Account Name,Company,Company Name,Company HQ,Company HQ Name,Parent Company,Parent Company Name,App Category,App Category Name,Unified App,Unified App Name,Vertical,Vertical Name,Genre > Classification,Genre > Classification Name,Subgenre > Classification,Subgenre > Classification Name,Classification Type,Classification Type Name,Content > Tag,Content > Tag Name,FTUE > Tag,FTUE > Tag Name,Feature - Finance > Tag,Feature - Finance > Tag Name,Feature - Food & Drink > Tag,Feature - Food & Drink > Tag Name,Feature - General > Tag,Feature - General > Tag Name,Feature - Health & Fitness > Tag,Feature - Health & Fitness > Tag Name,Feature - Login > Tag,Feature - Login > Tag Name,Feature - Reporting > Tag,Feature - Reporting > Tag Name,Feature - Shopping > Tag,Feature - Shopping > Tag Name,Feature - Social > Tag,Feature - Social > Tag Name,Feature - Social Media > Tag,Feature - Social Media > Tag Name,Feature - Support > Tag,Feature - Support > Tag Name,Monetization - Advertising > Tag,Monetization - Advertising > Tag Name,Monetization - Membership > Tag,Monetization - Membership > Tag Name,Monetization - Value-added Service > Tag,Monetization - Value-added Service > Tag Name,Tag Type,Tag Type Name,Downloads,Downloads (Change Value),Cumulative Downloads,Cumulative Downloads (Change Value),Revenue,Revenue (Change Value),Cumulative Revenue,Cumulative Revenue (Change Value),RPD,RPD (Change Value),Paid Downloads,Paid Downloads (Change Value),Organic Downloads,Organic Downloads (Change Value),% Paid Downloads,% Paid Downloads (Change Value),% Organic Downloads,% Organic Downloads (Change Value),Usage Penetration,Usage Penetration (Change Value),Active Users,Active Users (Change Value),Install Penetration,Install Penetration (Change Value),Install Base,Install Base (Change Value),Open Rate,Open Rate (Change Value),Avg Sessions / User,Avg Sessions / User (Change Value),Avg Session Duration,Avg Session Duration (Change Value),Avg Time / User,Avg Time / User (Change Value),Total Time,Total Time (Change Value),Avg Active Days,Avg Active Days (Change Value),% Active Days,% Active Days (Change Value),Share of Category Time,Share of Category Time (Change Value)
294,20600000014143,淘宝,,com.taobao.taobao,google-play,Google Play Store,android-all,All Android Devices,20200002327829,Taobao,1000200000017216,Taobao,CN,China,1000200000017528,Alibaba Group,400053,Shopping,1000600000001301,Taobao,app,App,3013,Shopping,30130002,E-Commerce (C2C),"2, 3","Genre, Subgenre",,,"1080009, 1080020, 1080022, 1080023, 1080021, 1080025","Notification Settings, Login, Search Content, Play Content, Browse Content, Settings",6004012,QR Code Payment,,,"6003014, 6003056, 6003071, 6003024, 6003031, 6003060, 6003035, 6003010, 6003079, 6003075, 6003011, 6003017, 6003008, 6003022, 6003032, 6003021, 6003005, 6003072, 6003023, 6003018, 6003027, 6003041","Messaging/Inbox, Review, Alerts Setting, Relative Recommendation, Image Search, Challenge/Task/Achievements, Currency Loading , Like/Dislike, Language Options, QR Code, Live Streaming, Any Recommendation, Favorite, Personal Recommendation, Voice Search, Widgets, Theme Setting, In-App Communication, Popular Recommendation, Short Videos, Editorial Content, In-App Coupons",,,"6005010, 6005008, 6005006","Two Factor Authentication, Simultaneous Devices/Profiles, Internal Login",,,"6014027, 6014020, 6014002, 6014005, 6014012, 6014010, 6014013, 6014004, 6014001","Primary Content Type - Multi Category, Buy Now Pay Later, Custom Lists, P2P Marketplace, 3rd Party Payment (Paypal, Amazon, Apple Pay etc.), Curated Shopping Content, Member Rewards, Daily/Hourly Deals, Scan Barcode","6007003, 6007005, 6007002, 6007007, 6007001, 6007004","Friend List / Contact List, Invite Friend, External Share, Share, Comments, Internal Share","6017050, 6017036, 6017001, 6017063, 6017064","Basic Info, Group Chat, Subscription Feed, Multi-Platform Support, Web Version","6008002, 6008004, 6008001, 6008005","AI Chat bot, Forum, Any Customer Service, FAQs/Knowledge Base","6010003, 6010001, 6010005, 6010004","Splash Ad, Any Advertising, Sponsored Content, Floating ad",,,"6012001, 6012003","Build-in Games, Purchase Ticket","400013, 5003001, 5003001, 5010001, 400013, 5007001, 5014001, 5003001, 5007001, 5008001, 5004001, 5003001, 5003001, 5014001, 5007001, 5008001, 5014001, 5018001, 5005001, 5018001, 5003001, 5018001, 5003001, 5007001, 400013, 5014001, 5003001, 5003001, 5003001, 5003001, 5003001, 5003001, 5010001, 5014001, 5008001, 5014001, 5014001, 5003001, 5003001, 5003001, 5005001, 5003001, 5007001, 5003001, 5003001, 5003001, 5005001, 5014001, 400013, 5007001, 5003001, 5012001, 5003001, 5018001, 5010001, 5010001, 5012001, 5014001, 5018001, 400013, 400013, 5008001","FTUE, Feature - General, Feature - General, Monetization - Advertising, FTUE, Feature - Social, Feature - Shopping, Feature - General, Feature - Social, Feature - Support, Feature - Finance, Feature - General, Feature - General, Feature - Shopping, Feature - Social, Feature - Support, Feature - Shopping, Feature - Social Media, Feature - Login, Feature - Social Media, Feature - General, Feature - Social Media, Feature - General, Feature - Social, FTUE, Feature - Shopping, Feature - General, Feature - General, Feature - General, Feature - General, Feature - General, Feature - General, Monetization - Advertising, Feature - Shopping, Feature - Support, Feature - Shopping, Feature - Shopping, Feature - General, Feature - General, Feature - General, Feature - Login, Feature - General, Feature - Social, Feature - General, Feature - General, Feature - General, Feature - Login, Feature - Shopping, FTUE, Feature - Social, Feature - General, Monetization - Value-added Service, Feature - General, Feature - Social Media, Monetization - Advertising, Monetization - Advertising, Monetization - Value-added Service, Feature - Shopping, Feature - Social Media, FTUE, FTUE, Feature - Support",1763,1221,124719,1763,,,,,,,1034,773,729,448,58.65%,10.50%,41.35%,-10.49%,0.00%,0.00%,4448,-205,0.03%,0.00%,34209,-128,13.00%,-0.55%,7.21,-0.17,00:01:52,00:00:50,00:13:34,00:05:52,181251,73568,1.23,0.00,4.00%,-0.07%,,
295,20600017090363,Happy Buyer,,com.happy.buyer,google-play,Google Play Store,android-all,All Android Devices,20200004628129,golidaboreginald,,,,,,,400054,Social,,,app,App,3013,Shopping,30130004,Resell,"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,1763,1763,1763,,,,,,,640,640,1123,1123,36.30%,36.30%,63.70%,63.70%,,,,,,,,,,,,,,,,,,,,,,,,
296,20600004093137,Zara Home,,com.inditex.ecommerce.zarahome.android,google-play,Google Play Store,android-all,All Android Devices,20200000154177,Inditex,1000200000020429,Inditex,ES,Spain,1000200000020429,Inditex,400041,House & Home,1000600000530896,ZaraHome Shop,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754,-177,73301,1754,,,,,,,876,-46,878,-131,49.94%,2.19%,50.06%,-2.19%,0.01%,0.00%,6762,-3647,0.02%,0.00%,26066,2343,25.94%,-17.94%,5.53,-0.87,00:00:42,00:00:12,00:03:54,00:00:42,79193,-20444,2.85,-0.01,9.30%,-0.12%,,
297,20600016385330,Clube Confiança,,com.VRSoft.G525,google-play,Google Play Store,android-all,All Android Devices,20200003248672,VR Connect,,,,,,,400053,Shopping,,,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527,947,2364,1527,,,,,,,0,0,1527,947,0.00%,0.00%,100.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,
298,20600015005745,Home Design - 3D Plan,,com.sprucestudios.homedesign,google-play,Google Play Store,android-all,All Android Devices,20200004025758,Spruce Studios,,,,,,,400041,House & Home,,,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522,-625,14314,1522,,,74,0,0.01,-0.00,0,0,1522,-625,0.00%,0.00%,100.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,
299,20600016975089,During Buying,,com.during.buying,google-play,Google Play Store,android-all,All Android Devices,20200004593215,nicholgamobra,,,,,,,400036,Entertainment,,,app,App,3013,Shopping,30130001,E-Commerce (B2C),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407,1407,1407,1407,,,,,,,482,482,925,925,34.26%,34.26%,65.74%,65.74%,,,,,,,,,,,,,,,,,,,,,,,,
300,20600004580262,Influenster,,com.influenster,google-play,Google Play Store,android-all,All Android Devices,20200001568813,Influenster,1000200000301060,Influenster,US,United States,1000200000301060,Influenster,400053,Shopping,1000600000654805,Influenster,app,App,3013,Shopping,30130008,Other Shopping,"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248,947,46284,1248,,,,,,,693,593,555,354,55.53%,22.31%,44.47%,-22.31%,,,,,,,,,,,,,,,,,,,,,,,,
301,20600012174184,Jewelry for Pandora,,com.pandora.jewelry.store.app,google-play,Google Play Store,android-all,All Android Devices,20200003187880,Everest Stores UK,,,,,,,400029,Beauty,,,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,-32,12882,1175,,,,,,,642,-165,533,133,54.64%,-12.22%,45.36%,12.22%,,,,,,,,,,,,,,,,,,,,,,,,
302,20600011517153,Color Combinations for Home In,,com.hrnstudios.homecolorcombination,google-play,Google Play Store,android-all,All Android Devices,20200002933078,HRN Studios,,,,,,,400041,House & Home,,,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174,-359,25447,1174,,,,,,,543,26,631,-385,46.25%,12.53%,53.75%,-12.53%,,,,,,,,,,,,,,,,,,,,,,,,
303,20600005749736,Newchic - Fashion Online,,com.newchic.client,google-play,Google Play Store,android-all,All Android Devices,20200001856898,Newchic,1000200000237487,Newchic,CN,China,1000200000184483,Banggood,400053,Shopping,1000600000622756,Newchic,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,-3945,322309,1143,,,,,,,575,-2292,568,-1653,50.31%,-6.04%,49.69%,6.04%,0.00%,0.00%,2850,-1687,0.03%,0.00%,35335,-127,8.06%,-4.73%,8.03,-0.54,00:01:59,-00:00:01,00:16:01,-00:01:18,137002,-98864,3.47,0.00,11.32%,-0.13%,,
304,20600011873312,Online Shopping Promo,,com.on9store.shopping.allpromotion,google-play,Google Play Store,android-all,All Android Devices,20200002009224,on9store,,,,,,,400053,Shopping,,,app,App,3013,Shopping,30130001,E-Commerce (B2C),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,-2161,9009,1132,,,,,,,678,-500,454,-1661,59.89%,24.12%,40.11%,-24.12%,,,,,,,,,,,,,,,,,,,,,,,,
305,20600009585050,FOREO For You,,com.foreo.foreoapp,google-play,Google Play Store,android-all,All Android Devices,20200002642165,FOREO,1000200000289486,FOREO,SE,Sweden,1000200000289486,FOREO,400029,Beauty,1000600000648560,FOREO For You,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099,-226,206480,1099,,,,,,,540,-237,559,11,49.14%,-9.50%,50.86%,9.50%,,,,,,,,,,,,,,,,,,,,,,,,
306,20600004837410,Bershka: Fashion & trends,,com.inditex.ecommerce.bershka,google-play,Google Play Store,android-all,All Android Devices,20200000154177,Inditex,1000200000020429,Inditex,ES,Spain,1000200000020429,Inditex,400053,Shopping,1000600000451259,Bershka,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,"1080020, 1080026, 1080022, 1080009, 1080025, 1080021","Login, Check Out, Search Content, Notification Settings, Settings, Browse Content",,,,,"6003022, 6003024, 6003014, 6003079, 6003017, 6003008, 6003023, 6003027","Personal Recommendation, Relative Recommendation, Messaging/Inbox, Language Options, Any Recommendation, Favorite, Popular Recommendation, Editorial Content",,,"6005002, 6005006","External Login, Internal Login",,,"6014001, 6014010, 6014012, 6014021","Scan Barcode, Curated Shopping Content, 3rd Party Payment (Paypal, Amazon, Apple Pay etc.), Primary Content Type - Clothing and Accessories","6007007, 6007002","Share, External Share","6017064, 6017063","Web Version, Multi-Platform Support","6008001, 6008003, 6008006, 6008005","Any Customer Service, Email/Help Desk, Phone Support, FAQs/Knowledge Base",,,,,,,"5018001, 5005001, 5014001, 5014001, 5014001, 5003001, 5003001, 400013, 5003001, 5003001, 5014001, 400013, 5008001, 400013, 5007001, 400013, 5007001, 5003001, 5003001, 5008001, 5003001, 5008001, 5008001, 400013, 5003001, 5018001, 400013, 5005001","Feature - Social Media, Feature - Login, Feature - Shopping, Feature - Shopping, Feature - Shopping, Feature - General, Feature - General, FTUE, Feature - General, Feature - General, Feature - Shopping, FTUE, Feature - Support, FTUE, Feature - Social, FTUE, Feature - Social, Feature - General, Feature - General, Feature - Support, Feature - General, Feature - Support, Feature - Support, FTUE, Feature - General, Feature - Social Media, FTUE, Feature - Login",932,932,4549,932,,,,,,,552,552,380,380,59.23%,59.23%,40.77%,40.77%,0.00%,0.00%,3807,995,0.01%,0.00%,10937,12,34.81%,9.07%,2.14,0.17,00:01:17,00:00:39,00:02:46,00:01:31,31650,21115,1.28,0.00,4.19%,-0.03%,,
307,20600016703076,Bruna Santiago - Moda Feminina,,com.mcommerce.tray.lojabrunasantiago,google-play,Google Play Store,android-all,All Android Devices,20200004531288,Breno Santiago,,,,,,,400053,Shopping,,,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,812,950,881,,,,,,,423,401,458,411,48.01%,16.13%,51.99%,-16.13%,,,,,,,,,,,,,,,,,,,,,,,,
308,20600004657571,GOAT – Sneakers & Apparel,,com.airgoat.goat,google-play,Google Play Store,android-all,All Android Devices,20200001588890,GOAT,1000200000177195,GOAT,US,United States,1000200000177195,GOAT,400053,Shopping,1000600000606873,GOAT: Buy & Sell Sneakers,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,"1080025, 1080021, 1080023, 1080020, 1080022, 1080009","Settings, Browse Content, Play Content, Login, Search Content, Notification Settings",,,,,"6003027, 6003071, 6003079, 6003022, 6003014, 6003023, 6003008, 6003017, 6003010, 6003060, 6003024","Editorial Content, Alerts Setting, Language Options, Personal Recommendation, Messaging/Inbox, Popular Recommendation, Favorite, Any Recommendation, Like/Dislike, Challenge/Task/Achievements, Relative Recommendation",6016049,Unit Conversions,6005006,Internal Login,,,"6014012, 6014021, 6014010, 6014019, 6014003, 6014020, 6014006, 6014005","3rd Party Payment (Paypal, Amazon, Apple Pay etc.), Primary Content Type - Clothing and Accessories, Curated Shopping Content, Frequently Bought Together, Buy Again, Buy Now Pay Later, Make Offer, P2P Marketplace","6007002, 6007007","External Share, Share","6017063, 6017064","Multi-Platform Support, Web Version","6008005, 6008001, 6008003","FAQs/Knowledge Base, Any Customer Service, Email/Help Desk",,,,,,,"400013, 5018001, 5003001, 400013, 5005001, 400013, 5008001, 5003001, 5014001, 5008001, 5018001, 5003001, 5017001, 5003001, 5014001, 5014001, 5003001, 400013, 5003001, 5003001, 5008001, 5003001, 5014001, 5007001, 5014001, 5014001, 5014001, 400013, 5003001, 5014001, 5007001, 5003001, 5003001, 400013","FTUE, Feature - Social Media, Feature - General, FTUE, Feature - Login, FTUE, Feature - Support, Feature - General, Feature - Shopping, Feature - Support, Feature - Social Media, Feature - General, Feature - Health & Fitness, Feature - General, Feature - Shopping, Feature - Shopping, Feature - General, FTUE, Feature - General, Feature - General, Feature - Support, Feature - General, Feature - Shopping, Feature - Social, Feature - Shopping, Feature - Shopping, Feature - Shopping, FTUE, Feature - General, Feature - Shopping, Feature - Social, Feature - General, Feature - General, FTUE",704,704,22490,704,,,,,,,439,439,265,265,62.36%,62.36%,37.64%,37.64%,,,,,,,,,,,,,,,,,,,,,,,,
309,20600014204402,Atma App,,com.shop.atma,google-play,Google Play Store,android-all,All Android Devices,20200003975851,Aya tech,,,,,,,400053,Shopping,,,app,App,3013,Shopping,30130004,Resell,"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,702,702,702,,,,,,,290,290,412,412,41.31%,41.31%,58.69%,58.69%,,,,,,,,,,,,,,,,,,,,,,,,
310,20600012442471,Shop: All your favorite brands,,com.shopify.arrive,google-play,Google Play Store,android-all,All Android Devices,20200000759246,Shopify Inc.,1000200000089216,Shopify,CA,Canada,1000200000089216,Shopify,400053,Shopping,1000600000767113,Shop,app,App,3013,Shopping,30130002,E-Commerce (C2C),"2, 3","Genre, Subgenre",,,"1080026, 1080022, 1080009, 1080025, 1080021, 1080020","Check Out, Search Content, Notification Settings, Settings, Browse Content, Login",,,,,"6003024, 6003005, 6003023, 6003022, 6003008, 6003017, 6003071, 6003056, 6003014","Relative Recommendation, Theme Setting, Popular Recommendation, Personal Recommendation, Favorite, Any Recommendation, Alerts Setting, Review, Messaging/Inbox",,,"6005006, 6005002","Internal Login, External Login",,,"6014010, 6014003, 6014032, 6014007, 6014019, 6014027","Curated Shopping Content, Buy Again, Save for Later, Exclusive App Deals, Frequently Bought Together, Primary Content Type - Multi Category","6007007, 6007002","Share, External Share","6017063, 6017064","Multi-Platform Support, Web Version","6008005, 6008001, 6008003","FAQs/Knowledge Base, Any Customer Service, Email/Help Desk",,,,,,,"5014001, 400013, 400013, 5007001, 5003001, 400013, 400013, 5005001, 400013, 5018001, 5008001, 5003001, 5003001, 5007001, 5014001, 5008001, 5003001, 5014001, 5018001, 5005001, 5014001, 5008001, 5003001, 5014001, 5003001, 5014001, 5003001, 5003001, 5003001, 400013","Feature - Shopping, FTUE, FTUE, Feature - Social, Feature - General, FTUE, FTUE, Feature - Login, FTUE, Feature - Social Media, Feature - Support, Feature - General, Feature - General, Feature - Social, Feature - Shopping, Feature - Support, Feature - General, Feature - Shopping, Feature - Social Media, Feature - Login, Feature - Shopping, Feature - Support, Feature - General, Feature - Shopping, Feature - General, Feature - Shopping, Feature - General, Feature - General, Feature - General, FTUE",645,192,3410,645,,,,,,,397,103,248,89,61.55%,-3.35%,38.45%,3.35%,,,,,,,,,,,,,,,,,,,,,,,,
311,20600000369822,RyuRyumall ファッションのショッピング・通販アプリ,,jp.belluna.ryuryu,google-play,Google Play Store,android-all,All Android Devices,20200000185543,"Belluna CO.,LTD.",1000200000321233,BELLUNA,JP,Japan,1000200000321233,BELLUNA,400053,Shopping,1000600000748014,RyuRyumall,app,App,3013,Shopping,30130001,E-Commerce (B2C),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,623,5613,623,,,,,,,289,289,334,334,46.39%,46.39%,53.61%,53.61%,,,,,,,,,,,,,,,,,,,,,,,,
312,20600001787041,Blibli Belanja Online Mall,,blibli.mobile.commerce,google-play,Google Play Store,android-all,All Android Devices,20200001581104,blibli.com,1000200000086941,Blibli,ID,Indonesia,1000200000086941,Blibli,400053,Shopping,1000600000527082,Blibli.com,app,App,3013,Shopping,30130001,E-Commerce (B2C),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,610,2440,610,,,,,,,317,317,293,293,51.97%,51.97%,48.03%,48.03%,,,,,,,,,,,,,,,,,,,,,,,,
313,20600005915212,"Super Revendedores: Vendas, Es",,com.superrevendedores.app,google-play,Google Play Store,android-all,All Android Devices,20200001896316,Super Revendedores,,,,,,,400038,Finance,,,app,App,3013,Shopping,30130002,E-Commerce (C2C),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,-3941,354954,563,1347,-167,72503,1347,0.20,0.00,189,-503,374,-3438,33.57%,18.21%,66.43%,-18.21%,0.01%,-0.01%,15798,-3519,0.05%,0.00%,55535,294,28.45%,-6.52%,15.47,-1.95,00:02:00,-00:00:12,00:31:09,-00:07:27,1476833,-761157,3.76,0.03,12.25%,-0.04%,,
314,20600001635169,Wallapop - Buy & Sell Nearby,,com.wallapop,google-play,Google Play Store,android-all,All Android Devices,20200001485603,Wallapop,1000200000060958,Wallapop,ES,Spain,1000200000060958,Wallapop,400053,Shopping,1000600000445374,Wallapop,app,App,3013,Shopping,30130004,Resell,"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,534,35701,534,465,167,3177,465,0.09,0.01,27,27,507,507,5.06%,5.06%,94.94%,94.94%,,,,,,,,,,,,,,,,,,,,,,,,
315,20600000080512,Weedmaps: Find Weed & Delivery,,com.weedmaps.app.android,google-play,Google Play Store,android-all,All Android Devices,20200000804693,Weedmaps,1000200000211412,WeedMaps,US,United States,1000200000211412,WeedMaps,400046,Medical,1000600000609910,Weedmaps,app,App,3013,Shopping,30130009,Pharmacy & Drugstore,"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,-181,5074,479,,,,,,,272,93,207,-274,56.78%,29.66%,43.21%,-29.67%,,,,,,,,,,,,,,,,,,,,,,,,
316,20600013226423,Meu Paulistão,,br.com.dmcard.paulistao,google-play,Google Play Store,android-all,All Android Devices,20200001960649,DMCARD SA,,,,,,,400053,Shopping,,,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,-1116,101626,453,,,,,,,237,-398,216,-718,52.32%,11.85%,47.68%,-11.85%,0.01%,-0.01%,12111,-7669,0.06%,0.00%,61746,-832,19.61%,-12.00%,6.09,0.01,00:00:45,-00:00:24,00:04:38,-00:02:26,168644,-251810,3.20,0.00,10.44%,-0.10%,,
317,20600004184520,ABOUT YOU Online Fashion Shop,,de.aboutyou.mobile.app,google-play,Google Play Store,android-all,All Android Devices,20200004286763,ABOUT YOU SE & Co. KG,,,,,,,400053,Shopping,1000600000526493,ABOUT YOU,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,-495,1329,417,,,,,,,241,-362,176,-133,57.79%,-8.33%,42.21%,8.33%,,,,,,,,,,,,,,,,,,,,,,,,
318,20600015918619,Everything5pounds.com,,com.fiver.everything5pounds,google-play,Google Play Store,android-all,All Android Devices,20200004299933,Fiver London LTD,,,,,,,400053,Shopping,,,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,405,679,405,,,,,,,179,179,226,226,44.20%,44.20%,55.80%,55.80%,,,,,,,,,,,,,,,,,,,,,,,,
319,20600009647161,MYPUMA.biz,,io.neocles.puma.ns,google-play,Google Play Store,android-all,All Android Devices,20200003596811,Admin Neocles,,,,,,,400031,Business,1000600000765924,MYPUMA.BIZ,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,350,416,383,,,,,,,230,224,153,126,60.05%,41.87%,39.95%,-41.87%,,,,,,,,,,,,,,,,,,,,,,,,
320,20600015239639,Traderie,,com.traderie,google-play,Google Play Store,android-all,All Android Devices,20200004651419,Akrew Inc.,,,,,,,400054,Social,,,app,App,3013,Shopping,30130002,E-Commerce (C2C),"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,-2629,3331,351,,,,,,,277,-934,74,-1695,78.92%,38.28%,21.08%,-38.28%,0.00%,0.00%,4321,49,0.01%,0.00%,8954,-678,48.25%,3.90%,29.27,-11.03,00:02:35,00:01:22,01:16:01,00:27:02,985498,357594,3.47,0.00,11.32%,-0.12%,,
321,20600001678367,Forever 21-The Latest Fashion,,com.rarewire.forever21,google-play,Google Play Store,android-all,All Android Devices,20200000384736,Forever 21,1000200000033537,Forever 21,US,United States,1000200000033537,Forever 21,400053,Shopping,1000600000447316,Forever 21,app,App,3013,Shopping,30130003,E-Commerce (Retailer),"2, 3","Genre, Subgenre",,,"1080025, 1080021, 1080009, 1080020, 1080022, 1080026","Settings, Browse Content, Notification Settings, Login, Search Content, Check Out",6004008,Donation Facilitation,,,"6003041, 6003028, 6003056, 6003024, 6003033, 6003008, 6003017, 6003022, 6003032, 6003079, 6003023","In-App Coupons, Purchase Gift Card, Review, Relative Recommendation, Manage In Store Credit Card, Favorite, Any Recommendation, Personal Recommendation, Voice Search, Language Options, Popular Recommendation",6016049,Unit Conversions,6005006,Internal Login,,,"6014011, 6014001, 6014007, 6014019, 6014020, 6014016, 6014032, 6014021, 6014012, 6014010, 6014004","One Click Order, Scan Barcode, Exclusive App Deals, Frequently Bought Together, Buy Now Pay Later, In Store Pick up, Save for Later, Primary Content Type - Clothing and Accessories, 3rd Party Payment (Paypal, Amazon, Apple Pay etc.), Curated Shopping Content, Daily/Hourly Deals","6007007, 6007002","Share, External Share","6017063, 6017064","Multi-Platform Support, Web Version","6008006, 6008005, 6008001","Phone Support, FAQs/Knowledge Base, Any Customer Service",,,,,,,"400013, 5018001, 5005001, 5003001, 5008001, 5008001, 400013, 400013, 5003001, 5014001, 5003001, 400013, 5003001, 5014001, 5014001, 5018001, 5004001, 5003001, 400013, 5007001, 5003001, 5014001, 5003001, 5007001, 5014001, 5014001, 5003001, 400013, 5003001, 5008001, 5014001, 5014001, 5014001, 5014001, 5003001, 5017001, 5014001, 5003001","FTUE, Feature - Social Media, Feature - Login, Feature - General, Feature - Support, Feature - Support, FTUE, FTUE, Feature - General, Feature - Shopping, Feature - General, FTUE, Feature - General, Feature - Shopping, Feature - Shopping, Feature - Social Media, Feature - Finance, Feature - General, FTUE, Feature - Social, Feature - General, Feature - Shopping, Feature - General, Feature - Social, Feature - Shopping, Feature - Shopping, Feature - General, FTUE, Feature - General, Feature - Support, Feature - Shopping, Feature - Shopping, Feature - Shopping, Feature - Shopping, Feature - General, Feature - Health & Fitness, Feature - Shopping, Feature - General",316,-1786,251314,316,,,,,,,183,-1208,133,-578,57.91%,-8.27%,42.09%,8.27%,,,,,,,,,,,,,,,,,,,,,,,,
322,20600006803124,My Shopping List - to do list,,com.endless.myshoppinglist,google-play,Google Play Store,android-all,All Android Devices,20200000657710,Endless,,,,,,,400053,Shopping,,,app,App,3013,Shopping,30130008,Other Shopping,"2, 3","Genre, Subgenre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,-219,11825,298,,,121,0,0.01,-0.00,0,0,298,-219,0.00%,0.00%,100.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,
